Données de la station météo du campus de la Gaillarde (Montpellier SupAgro - INRA) entre le 2021-1-1 0:00 et le 2022-12-31 23:00.
longitude : 3°51'22'' Est
lattitude : 43°37'4'' Nord
altitude : 40m

jour heure (GMT),Tmoy (°C),RH (%),Vent (m/s),Précipitations (mm),Rg (J/cm²)
2022-01-26 17:00:00,9.28,58.77,0,0,3.625
2022-01-26 18:00:00,7.07,69.05,0,0,-0.883
2022-01-26 19:00:00,6.276,75.2,0,0,-0.621
2022-01-26 20:00:00,4.794,77.4,0,0,-0.685
2022-01-26 21:00:00,4.12,79.9,0,0,-0.852
2022-01-26 22:00:00,3.042,79.6,0,0,-0.908
2022-01-26 23:00:00,1.962,82.4,0,0,-1.003
2022-01-27 00:00:00,1.623,83.5,0,0,-0.741
2022-01-27 01:00:00,0.604,84.9,0,0,-0.908
2022-01-27 02:00:00,-0.679,84.3,0,0,-0.653
2022-01-27 03:00:00,-0.197,85.6,0,0,-0.797
2022-01-27 04:00:00,-1.759,84.5,0,0,-0.709
2022-01-27 05:00:00,-1.352,84.4,0,0,-0.741
2022-01-27 06:00:00,-1.555,84.2,0,0,-0.685
2022-01-27 07:00:00,-1.62,84.6,0,0,-0.701
2022-01-27 08:00:00,-0.664,86.6,0.001,0,9.95
2022-01-27 09:00:00,2.928,75.7,0,0,64.92
2022-01-27 10:00:00,7.52,52.75,0.004,0,102.7
2022-01-27 11:00:00,8.57,44.91,0.074,0,161.6
2022-01-27 12:00:00,10.65,37.02,0.486,0,178.1
2022-01-27 13:00:00,12.39,37.89,0.662,0,171.8
2022-01-27 14:00:00,12.65,38.49,0.639,0,149.6
2022-01-27 15:00:00,12.64,38.41,0.191,0,104.9
2022-01-27 16:00:00,10.82,49.8,0.478,0,50.69
2022-01-27 17:00:00,7.46,59.26,0.071,0,4.897
2022-01-27 18:00:00,5.524,68.66,0,0,-0.796
2022-01-27 19:00:00,4.047,73,0,0,-0.828
2022-01-27 20:00:00,3.373,78.1,0,0,-0.772
2022-01-27 21:00:00,2.775,79,0,0,-0.717
2022-01-27 22:00:00,2.234,80.7,0,0,-0.892
2022-01-27 23:00:00,1.623,81.8,0,0,-0.797
2022-01-28 00:00:00,1.015,81.8,0,0,-0.868
2022-01-28 01:00:00,0.68,81.6,0,0,-0.996
2022-01-28 02:00:00,-0.265,82.4,0,0,-0.853
2022-01-28 03:00:00,-0.537,81,0,0,-0.861
2022-01-28 04:00:00,-0.265,71,0.003,0,-0.669
2022-01-28 05:00:00,0.482,61.47,0.057,0,-1.004
2022-01-28 06:00:00,0.075,61.67,0.009,0,-0.749
2022-01-28 07:00:00,-0.672,65.34,0,0,-0.335
2022-01-28 08:00:00,1.909,65.55,0,0,12.81
2022-01-28 09:00:00,7.4,49.84,0.001,0,72.8
2022-01-28 10:00:00,10.76,39.84,0.006,0,103.4
2022-01-28 11:00:00,12.76,37.5,0.216,0,155
2022-01-28 12:00:00,16.72,26.97,0.888,0,172.4
2022-01-28 13:00:00,18.52,15.04,1.376,0,179.4
2022-01-28 14:00:00,18.99,12.12,1.329,0,156.6
2022-01-28 15:00:00,18.04,9.75,1.918,0,115.2
2022-01-28 16:00:00,17.43,8.47,1.59,0,59.15
2022-01-28 17:00:00,15.64,10.37,1.012,0,4.958
2022-01-28 18:00:00,13.96,12.07,0.315,0,-1.05
2022-01-28 19:00:00,13.36,10.65,0.568,0,-1.05
2022-01-28 20:00:00,12.83,9.83,0.613,0,-1.074
2022-01-28 21:00:00,10.46,13.57,0.066,0,-0.931
2022-01-28 22:00:00,8.04,19.27,0.009,0,-0.732
2022-01-28 23:00:00,6.077,27.96,0,0,-0.724
2022-01-29 00:00:00,4.119,35.84,0,0,-0.669
2022-01-29 01:00:00,3.918,42.29,0,0,-0.565
2022-01-29 02:00:00,3.245,44.53,0,0,-0.223
2022-01-29 03:00:00,4.399,47.79,0,0,-0.231
2022-01-29 04:00:00,3.517,53.02,0,0,-0.382
2022-01-29 05:00:00,3.924,50.51,0.001,0,-0.319
2022-01-29 06:00:00,2.842,53.37,0,0,-0.796
2022-01-29 07:00:00,1.487,54.18,0,0,-0.39
2022-01-29 08:00:00,3.999,44.14,0.007,0,13.21
2022-01-29 09:00:00,9.56,31.43,0.001,0,75.3
2022-01-29 10:00:00,13.2,24.63,0.005,0,102.7
2022-01-29 11:00:00,14.78,20.88,0.179,0,162.6
2022-01-29 12:00:00,16.1,17.14,0.431,0,180.3
2022-01-29 13:00:00,17.77,15.65,0.592,0,176.4
2022-01-29 14:00:00,17.9,14.97,0.477,0,152.1
2022-01-29 15:00:00,17.76,18.69,0.7,0,109
2022-01-29 16:00:00,17.36,18.22,0.303,0,55.46
2022-01-29 17:00:00,11.84,35.58,0.005,0,4.807
2022-01-29 18:00:00,9.3,45.23,0,0,-0.962
2022-01-29 19:00:00,6.677,51.02,0,0,-0.796
2022-01-29 20:00:00,6.55,49.74,0,0,-0.605
2022-01-29 21:00:00,6.493,51.04,0,0,-0.342
2022-01-29 22:00:00,5.68,52.74,0.006,0,-0.589
2022-01-29 23:00:00,5.206,57.02,0,0,-0.406
2022-01-30 00:00:00,3.984,59.39,0,0,-0.494
2022-01-30 01:00:00,7.51,61.7,0.039,0,-0.08
2022-01-30 02:00:00,8.12,58.1,0.341,0,-0.518
2022-01-30 03:00:00,7.03,60.4,0.026,0,-0.653
2022-01-30 04:00:00,4.319,69.3,0,0,-0.677
2022-01-30 05:00:00,3.645,74.1,0,0,-0.422
2022-01-30 06:00:00,8.8,61.77,0.481,0,0.024
2022-01-30 07:00:00,7.84,58.36,0.687,0,-0.494
2022-01-30 08:00:00,8.65,57.81,0.355,0,12.79
2022-01-30 09:00:00,11.16,48.31,0.23,0,74.9
2022-01-30 10:00:00,15.14,42.46,0.041,0,103.2
2022-01-30 11:00:00,16.19,39.58,0.299,0,164.3
2022-01-30 12:00:00,18.06,35.02,0.661,0,181.5
2022-01-30 13:00:00,18.65,32.78,0.789,0,177.9
2022-01-30 14:00:00,19.65,29.52,1.028,0,154.9
2022-01-30 15:00:00,19.17,29.25,0.825,0,112.1
2022-01-30 16:00:00,17.09,24.18,0.703,0,58.06
2022-01-30 17:00:00,14.07,36.79,0.276,0,5.935
2022-01-30 18:00:00,12.07,38.51,0.076,0,-0.914
2022-01-30 19:00:00,10.8,40.83,0.23,0,-0.923
2022-01-30 20:00:00,8.1,50.67,0.007,0,-1.018
2022-01-30 21:00:00,7.57,55.71,0.031,0,-0.796
2022-01-30 22:00:00,5.264,61.96,0.001,0,-0.804
2022-01-30 23:00:00,4.527,67.2,0,0,-0.693
2022-01-31 00:00:00,5.342,63.4,0.053,0,-0.494
2022-01-31 01:00:00,6.36,59.26,0.969,0,-0.653
2022-01-31 02:00:00,6.699,57.9,0.488,0,-0.836
2022-01-31 03:00:00,5.274,58.58,0.016,0,-0.908
2022-01-31 04:00:00,3.104,68.02,0,0,-0.924
2022-01-31 05:00:00,5.357,66.34,0.027,0,-0.398
2022-01-31 06:00:00,7.18,55.26,0.787,0,-0.613
2022-01-31 07:00:00,7.31,53.42,1.254,0,-0.565
2022-01-31 08:00:00,8.86,47.44,2.11,0,15.49
2022-01-31 09:00:00,10.48,47.02,2.75,0,60.14
2022-01-31 10:00:00,10.73,43.13,3.887,0,122.8
2022-01-31 11:00:00,12.27,41.76,3.462,0,167.5
2022-01-31 12:00:00,12.25,36.73,3.63,0,173.2
2022-01-31 13:00:00,12.32,44.32,4.315,0,156.8
2022-01-31 14:00:00,11.38,43.79,4.137,0,92.3
2022-01-31 15:00:00,12.47,40.33,3.803,0,116.4
2022-01-31 16:00:00,12.12,42.77,3.339,0,46.45
2022-01-31 17:00:00,11.53,43.39,3.364,0,4.406
2022-01-31 18:00:00,10.66,40.62,2.752,0,-0.907
2022-01-31 19:00:00,10.46,39,2.828,0,-0.859
2022-01-31 20:00:00,9.92,37.31,3.01,0,-1.138
2022-01-31 21:00:00,9.79,30.8,2.741,0,-1.194
2022-01-31 22:00:00,9.18,36.84,1.432,0,-0.851
2022-01-31 23:00:00,9.45,33.37,1.481,0,-0.573
2022-02-01 00:00:00,7.62,30.8,1.406,0,-1.218
2022-02-01 01:00:00,8.24,32.71,1.025,0,-1.059
2022-02-01 02:00:00,6.209,37.05,0.922,0,-1.234
2022-02-01 03:00:00,7.36,34.27,0.62,0,-0.923
2022-02-01 04:00:00,5.872,33.86,0.842,0,-1.234
2022-02-01 05:00:00,5.743,37.73,0.487,0,-1.027
2022-02-01 06:00:00,5.07,42.02,0.847,0,-1.019
2022-02-01 07:00:00,4.324,37.26,0.969,0,-0.756
2022-02-01 08:00:00,5.41,33.8,0.403,0,14.46
2022-02-01 09:00:00,7.98,29.12,1.92,0,75.3
2022-02-01 10:00:00,9.86,23.61,1.945,0,105.9
2022-02-01 11:00:00,11.47,23.19,2.62,0,168.1
2022-02-01 12:00:00,12.87,23.12,2.466,0,185
2022-02-01 13:00:00,13.54,27.99,2.919,0,183.5
2022-02-01 14:00:00,12.45,32.46,3.618,0,167
2022-02-01 15:00:00,11.37,34.63,3.639,0,131.2
2022-02-01 16:00:00,10.76,41.89,3.757,0,63.99
2022-02-01 17:00:00,9.7,49.23,3.724,0,10.78
2022-02-01 18:00:00,9.17,53.24,3.275,0,-0.605
2022-02-01 19:00:00,9.11,49.92,2.977,0,-0.517
2022-02-01 20:00:00,10.33,50.67,2.681,0,-0.653
2022-02-01 21:00:00,10.67,50.67,3.666,0,-0.637
2022-02-01 22:00:00,10.33,49.45,2.932,0,-0.78
2022-02-01 23:00:00,10.4,50.74,2.807,0,-0.788
2022-02-02 00:00:00,11.55,51.68,2.643,0,-0.676
2022-02-02 01:00:00,10.93,50.8,3.046,0,-0.78
2022-02-02 02:00:00,10.8,51.48,2.484,0,-0.819
2022-02-02 03:00:00,10.73,50.86,2.461,0,-0.748
2022-02-02 04:00:00,10.86,50.8,2.574,0,-0.843
2022-02-02 05:00:00,11,49.85,2.784,0,-0.764
2022-02-02 06:00:00,10.53,51.07,1.808,0,-0.899
2022-02-02 07:00:00,10.53,51.82,1.457,0,-0.438
2022-02-02 08:00:00,11.35,49.79,1.451,0,13.49
2022-02-02 09:00:00,13.78,47,1.471,0,79.4
2022-02-02 10:00:00,14.71,44.47,2.498,0,106.9
2022-02-02 11:00:00,15.91,37.61,3.167,0,170.2
2022-02-02 12:00:00,16.84,34.22,3.083,0,189
2022-02-02 13:00:00,17.31,30.28,3.444,0,187.5
2022-02-02 14:00:00,17.64,31.84,3.281,0,163.4
2022-02-02 15:00:00,17.23,33.39,3.219,0,120.1
2022-02-02 16:00:00,15.76,38.62,3.48,0,65.42
2022-02-02 17:00:00,13.13,41.48,2.345,0,10.12
2022-02-02 18:00:00,12.34,47.66,1.17,0,-0.986
2022-02-02 19:00:00,11.4,50.45,1.566,0,-1.137
2022-02-02 20:00:00,10.39,55.75,0.795,0,-1.122
2022-02-02 21:00:00,9.58,60.91,1.252,0,-1.034
2022-02-02 22:00:00,9.31,60.3,1.155,0,-0.995
2022-02-02 23:00:00,8.31,58.35,0.241,0,-0.875
2022-02-03 00:00:00,7.63,59.57,0.916,0,-0.923
2022-02-03 01:00:00,7.02,60.39,0.17,0,-0.915
2022-02-03 02:00:00,6.01,66.23,0.035,0,-1.027
2022-02-03 03:00:00,4.458,67.33,0.037,0,-0.86
2022-02-03 04:00:00,3.443,68.56,0.001,0,-0.764
2022-02-03 05:00:00,3.115,72.9,0,0,-0.637
2022-02-03 06:00:00,2.709,72.4,0,0,-0.629
2022-02-03 07:00:00,2.37,75.1,0,0,-0.327
2022-02-03 08:00:00,3.796,69.39,0,0,14.68
2022-02-03 09:00:00,9.42,48.94,0.018,0,86.5
2022-02-03 10:00:00,10.95,43.28,0.789,0,108.4
2022-02-03 11:00:00,14.57,35.86,0.274,0,187.6
2022-02-03 12:00:00,15.63,36.45,0.149,0,171
2022-02-03 13:00:00,16.57,31.3,0.221,0,126.3
2022-02-03 15:00:00,15.15,37.6,0.581,0,16.98
2022-02-04 08:00:00,6.163,75.8,0,0.5,4.858
2022-02-04 09:00:00,10.16,56.27,0,0,43.4
2022-02-04 10:00:00,12.5,49.59,0.029,0,105.7
2022-02-04 11:00:00,14.5,44.27,0.208,0,164.8
2022-02-04 12:00:00,14.47,36.79,1.496,0,189.3
2022-02-04 13:00:00,15.97,35.23,2.055,0,71.7
2022-02-04 14:00:00,16.64,35.16,3.325,0,58.94
2022-02-04 15:00:00,15.22,42.41,3.827,0,106.5
2022-02-04 16:00:00,13.26,43.44,2.921,0,48.57
2022-02-04 17:00:00,12.19,49.35,2.521,0,10.38
2022-02-04 18:00:00,11.06,54.72,1.325,0,-0.859
2022-02-04 19:00:00,11.54,58.39,1.075,0,-0.485
2022-02-04 20:00:00,11.48,57.44,1.629,0,-0.477
2022-02-04 21:00:00,10.93,59.75,0.477,0,-0.525
2022-02-04 22:00:00,9.64,64.56,0.022,0,-0.533
2022-02-04 23:00:00,9.31,65.66,0.003,0,-0.358
2022-02-05 00:00:00,11.28,49.99,0.918,0,-0.43
2022-02-05 01:00:00,11.28,56.5,1.089,0,-0.517
2022-02-05 02:00:00,10.94,55.62,0.656,0,-0.692
2022-02-05 03:00:00,9.72,54.4,0.678,0,-0.732
2022-02-05 04:00:00,9.72,54.4,0.478,0,-0.613
2022-02-05 05:00:00,8.85,61.06,0.063,0,-0.923
2022-02-05 06:00:00,9.67,58.42,0.622,0,-0.478
2022-02-05 07:00:00,8.98,60.86,1.342,0,-0.43
2022-02-05 08:00:00,9.12,62.96,1.624,0,12.22
2022-02-05 09:00:00,11.69,54.4,1.85,0,84.3
2022-02-05 10:00:00,14.44,47.33,1.752,0,110.4
2022-02-05 11:00:00,15.71,36.26,1.373,0,175.1
2022-02-05 12:00:00,16.7,33.19,1.059,0,189.1
2022-02-05 13:00:00,16.89,30.68,2.145,0,191
2022-02-05 14:00:00,16.75,23.84,1.059,0,166
2022-02-05 15:00:00,17.29,16.05,1.085,0,124.7
2022-02-05 16:00:00,16.28,16.53,0.723,0,71
2022-02-05 17:00:00,13.4,19.58,0.339,0,16.6
2022-02-05 18:00:00,11.73,34.31,0.026,0,-0.724
2022-02-05 19:00:00,10.26,39.27,0,0,-1.002
2022-02-05 20:00:00,8.98,35.14,0.001,0,-1.146
2022-02-05 21:00:00,8.72,36.23,0.705,0,-1.122
2022-02-05 22:00:00,8.31,46.07,1.488,0,-1.329
2022-02-05 23:00:00,7.9,42.27,1.15,0,-1.329
2022-02-06 00:00:00,6.209,41.12,0.315,0,-1.25
2022-02-06 01:00:00,4.864,50.36,0.023,0,-1.043
2022-02-06 02:00:00,3.379,55.67,0,0,-1.035
2022-02-06 03:00:00,1.826,62.26,0,0,-0.836
2022-02-06 04:00:00,1.625,63.63,0,0,-0.813
2022-02-06 05:00:00,1.496,64.93,0,0,-0.677
2022-02-06 06:00:00,-0.197,67.65,0,0,-0.773
2022-02-06 07:00:00,0.414,68.6,0,0,-0.12
2022-02-06 08:00:00,2.384,62.63,0.003,0,17.67
2022-02-06 09:00:00,8.14,41.62,0,0,91.8
2022-02-06 10:00:00,11.16,37.39,0.162,0,112.1
2022-02-06 11:00:00,12.75,32.68,1.238,0,178.9
2022-02-06 12:00:00,13.34,31.11,2.305,0,199.3
2022-02-06 13:00:00,13.46,32.11,2.531,0,191.7
2022-02-06 14:00:00,12.78,35.37,2.432,0,129.2
2022-02-06 15:00:00,12.12,39.72,2.769,0,74
2022-02-06 16:00:00,11.39,40.81,2.511,0,37.55
2022-02-06 17:00:00,11.26,41.77,2.711,0,8.29
2022-02-06 18:00:00,10.86,46.59,2.256,0,-0.422
2022-02-06 19:00:00,10.19,51.48,2.835,0,-0.637
2022-02-06 20:00:00,8.43,54.54,1.409,0,-0.764
2022-02-06 21:00:00,9.79,52.43,1.618,0,-0.549
2022-02-06 22:00:00,9.99,53.79,3.291,0,-0.477
2022-02-06 23:00:00,10.8,54.06,4.264,0,-0.477
2022-02-07 00:00:00,10.19,55.54,4.648,0,-0.477
2022-02-07 01:00:00,9.51,62.53,2.976,0,-0.477
2022-02-07 02:00:00,10.39,57.85,2.023,0,-0.43
2022-02-07 03:00:00,10.25,58.39,1.978,0,-0.477
2022-02-07 04:00:00,10.66,58.53,2.912,0,-0.517
2022-02-07 05:00:00,11,60.09,3.425,0,-0.597
2022-02-07 06:00:00,11.2,55.14,2.3,0,-0.589
2022-02-07 07:00:00,11,57.65,3.004,0,-0.302
2022-02-07 08:00:00,11.54,56.9,1.908,0,16.95
2022-02-07 09:00:00,14.18,43.33,3.15,0,86.7
2022-02-07 10:00:00,15.85,45.28,2.927,0,109.9
2022-02-07 11:00:00,15.57,34.83,3.43,0,174.3
2022-02-07 12:00:00,16.57,34.08,3.972,0,199
2022-02-07 13:00:00,16.97,30.62,3.735,0,190.4
2022-02-07 14:00:00,17.09,29.8,3.318,0,172.3
2022-02-07 15:00:00,17.16,25.53,2.727,0,127.5
2022-02-07 16:00:00,16.22,21.88,1.735,0,72.9
2022-02-07 17:00:00,13.53,24.94,0.62,0,13.9
2022-02-07 18:00:00,12.07,27.46,0.193,0,-0.97
2022-02-07 19:00:00,11.27,28.01,0.413,0,-1.066
2022-02-07 20:00:00,10.6,29.91,1.06,0,-1.273
2022-02-07 21:00:00,9.58,31.27,0.871,0,-1.337
2022-02-07 22:00:00,8.98,34.4,0.438,0,-1.25
2022-02-07 23:00:00,7.97,35.42,0.112,0,-1.154
2022-02-08 00:00:00,6.012,44.79,0,0,-1.075
2022-02-08 01:00:00,4.527,48.87,0.001,0,-0.916
2022-02-08 02:00:00,4.33,49.83,0.003,0,-0.788
2022-02-08 03:00:00,2.505,53.64,0,0,-0.868
2022-02-08 04:00:00,2.777,55.68,0,0,-0.804
2022-02-08 05:00:00,1.962,56.56,0,0,-0.749
2022-02-08 06:00:00,2.577,55.75,0,0,-0.741
2022-02-08 07:00:00,1.358,58.88,0,0,-0.255
2022-02-08 08:00:00,3.667,52.9,0.124,0,18.92
2022-02-08 09:00:00,8.2,40.53,0.169,0,92.1
2022-02-08 10:00:00,11.15,28.09,0.182,0,116.4
2022-02-08 11:00:00,12.95,23.86,0.174,0,182.7
2022-02-08 12:00:00,14.41,22.16,0.365,0,200.1
2022-02-08 13:00:00,16.29,17.88,0.684,0,199
2022-02-08 14:00:00,16.89,16.05,1.021,0,175.3
2022-02-08 15:00:00,16.35,16.73,1.107,0,132.2
2022-02-08 16:00:00,15.2,17.2,1.266,0,75.6
2022-02-08 17:00:00,12.99,22.77,0.33,0,16.26
2022-02-08 18:00:00,9.63,30.38,0.003,0,-0.93
2022-02-08 19:00:00,7.83,35.21,0,0,-1.042
2022-02-08 20:00:00,7.16,36.78,0,0,-0.812
2022-02-08 21:00:00,5.884,43.24,0,0,-0.812
2022-02-08 22:00:00,4.935,47.58,0,0,-0.693
2022-02-08 23:00:00,3.379,48.61,0,0,-0.494
2022-02-09 00:00:00,2.98,49.84,0,0,-0.207
2022-02-09 01:00:00,3.721,47.59,0,0,-0.008
2022-02-09 02:00:00,3.985,48.4,0,0,-0.271
2022-02-09 03:00:00,3.509,49.14,0,0,-0.677
2022-02-09 04:00:00,2.628,52.95,0,0,-0.772
2022-02-09 05:00:00,2.505,55.81,0,0,-0.645
2022-02-09 06:00:00,3.999,52.89,0,0,0.119
2022-02-09 07:00:00,2.84,57.23,0,0,-0.135
2022-02-09 08:00:00,4.135,57.31,0,0,17.21
2022-02-09 09:00:00,6.157,55.73,0.012,0,35.42
2022-02-09 10:00:00,7.97,53.27,0.094,0,48.18
2022-02-09 11:00:00,9.65,51.41,0.299,0,81.5
2022-02-09 12:00:00,10.99,52.62,0.642,0,100.5
2022-02-09 13:00:00,12.54,60.94,0.615,0,91.9
2022-02-09 14:00:00,13.41,59.65,0.91,0,93.1
2022-02-09 15:00:00,12.25,59.91,1.36,0,70.2
2022-02-09 16:00:00,11.92,61.82,0.513,0,24.45
2022-02-09 17:00:00,12.34,66.85,0.015,0,7.05
2022-02-09 18:00:00,11.47,65.03,0.03,0,-0.08
2022-02-09 19:00:00,11.2,66.93,0.014,0,-0.453
2022-02-09 20:00:00,10.92,69.71,0.01,0,-0.461
2022-02-09 21:00:00,10.52,71.6,0,0,-0.366
2022-02-09 22:00:00,10.32,73.4,0,0,-0.35
2022-02-09 23:00:00,10.53,77.2,0.001,0,-0.263
2022-02-10 00:00:00,9.71,74.2,0.001,0,-0.318
2022-02-10 01:00:00,9.64,73.9,0.005,0,0.024
2022-02-10 02:00:00,9.71,74.4,0.002,0,-0.159
2022-02-10 03:00:00,9.24,73.9,0,0,-0.207
2022-02-10 04:00:00,9.38,72.7,0.001,0,-0.151
2022-02-10 05:00:00,9.92,75,0.001,0,-0.183
2022-02-10 06:00:00,9.24,70.4,0.007,0,-0.143
2022-02-10 07:00:00,9.18,69.73,0,0,0.159
2022-02-10 08:00:00,9.72,68.78,0,0,9.92
2022-02-10 09:00:00,10.73,64.5,0.021,0,30.72
2022-02-10 10:00:00,12.14,58.93,0.096,0,67.07
2022-02-10 11:00:00,12.74,54.7,0.294,0,94.8
2022-02-10 12:00:00,13.87,50.08,0.806,0,199.7
2022-02-10 13:00:00,14.67,47.28,0.775,0,190.2
2022-02-10 14:00:00,15.54,53.37,0.935,0,166.6
2022-02-10 15:00:00,13.64,52.76,1.588,0,125.8
2022-02-10 16:00:00,12.57,57.32,1.636,0,69.92
2022-02-10 17:00:00,11.1,62.35,0.593,0,16.73
2022-02-10 18:00:00,10.04,66.52,0,0,-0.549
2022-02-10 19:00:00,9.38,72.5,0.062,0,-0.875
2022-02-10 20:00:00,8.91,74.4,0.022,0,-0.772
2022-02-10 21:00:00,7.76,74,0,0,-0.923
2022-02-10 22:00:00,6.751,79.3,0,0,-0.573
2022-02-10 23:00:00,5.805,80.7,0,0,-0.605
2022-02-11 00:00:00,5.741,81.8,0,0,-0.502
2022-02-11 01:00:00,5.812,84.7,0,0,-0.605
2022-02-11 02:00:00,5.341,85.3,0,0,-0.518
2022-02-11 03:00:00,4.933,84.3,0,0,-0.422
2022-02-11 04:00:00,5.472,81.8,0,0,-0.374
2022-02-11 05:00:00,5.945,85.3,0,0,-0.47
2022-02-11 06:00:00,6.284,81.4,0,0,-0.287
2022-02-11 07:00:00,6.141,82.5,0,0,0.39
2022-02-11 08:00:00,6.887,79.4,0,0,8.12
2022-02-11 09:00:00,8.44,75.2,0.022,0,26.55
2022-02-11 10:00:00,11.95,62.26,0.193,0,104.2
2022-02-11 11:00:00,14.97,41.48,0.831,0,168.6
2022-02-11 12:00:00,15.76,44.24,1.325,0,175.6
2022-02-11 13:00:00,17.17,36.3,1.191,0,197
2022-02-11 14:00:00,16.68,33.86,1.098,0,160.9
2022-02-11 15:00:00,16.01,30.41,1.053,0,108.7
2022-02-11 16:00:00,15.83,28.93,0.6,0,43.9
2022-02-11 17:00:00,13.34,28.26,0.696,0,19.11
2022-02-11 18:00:00,11.19,29.15,0.605,0,-0.962
2022-02-11 19:00:00,9.65,31.88,0.081,0,-1.384
2022-02-11 20:00:00,8.45,29.18,0.17,0,-1.265
2022-02-11 21:00:00,8.25,23.14,0.159,0,-1.218
2022-02-11 22:00:00,6.556,27.76,0.129,0,-1.298
2022-02-11 23:00:00,5.409,33.73,0.287,0,-1.306
2022-02-12 00:00:00,4.324,35.23,0.033,0,-1.131
2022-02-12 01:00:00,4.738,33.27,0.196,0,-0.844
2022-02-12 02:00:00,5.006,33.94,0.054,0,-0.836
2022-02-12 03:00:00,6.835,30.07,0.215,0,-0.215
2022-02-12 04:00:00,7.03,29.39,0.643,0,-0.255
2022-02-12 05:00:00,7.09,27.21,0.657,0,-0.175
2022-02-12 06:00:00,6.955,28.5,0.752,0,-0.239
2022-02-12 07:00:00,6.616,33.11,0.64,0,0.287
2022-02-12 08:00:00,6.955,36.44,0.476,0,10.24
2022-02-12 09:00:00,9.66,36.16,0.303,0,76.3
2022-02-12 10:00:00,11.41,36.76,0.817,0,119.2
2022-02-12 11:00:00,12.74,36.81,0.783,0,156.5
2022-02-12 12:00:00,13.68,36.73,0.736,0,171.6
2022-02-12 13:00:00,13.73,43.09,1.34,0,170.5
2022-02-12 14:00:00,13.66,48.1,1.802,0,120.7
2022-02-12 15:00:00,13.33,56.05,1.799,0,75.8
2022-02-12 16:00:00,12.39,62.83,1.824,0,30.69
2022-02-12 17:00:00,11.93,68.07,1.47,0,9.35
2022-02-12 18:00:00,11.6,69.57,1.143,0,-0.215
2022-02-12 19:00:00,11.4,70.6,0.493,0,-0.477
2022-02-12 20:00:00,11.2,71,0.204,0,-0.422
2022-02-12 21:00:00,11.74,73,0.964,0,-0.43
2022-02-12 22:00:00,10.93,67.95,0.886,0,-0.581
2022-02-12 23:00:00,10.86,66.26,0.993,0,-0.406
2022-02-13 00:00:00,10.93,66.6,1.395,0,-0.342
2022-02-13 01:00:00,10.05,67.82,0.799,0,-0.454
2022-02-13 02:00:00,9.3,67.48,0.582,0,-0.477
2022-02-13 03:00:00,8.76,59.14,0.404,0,-0.469
2022-02-13 04:00:00,8.43,60.44,0.684,0,-0.477
2022-02-13 05:00:00,8.43,60.57,0.818,0,-0.358
2022-02-13 06:00:00,7.69,65.19,1.026,0,-0.398
2022-02-13 07:00:00,7.35,70.4,0.703,0.5,0.143
2022-02-13 08:00:00,7.35,70.6,0.327,0,5.89
2022-02-13 09:00:00,7.9,68.26,0.672,0,8.78
2022-02-13 10:00:00,8.91,65.4,0.586,0,16.98
2022-02-13 11:00:00,10.33,76.8,0.595,0.5,12.24
2022-02-13 12:00:00,10.6,74,2.039,0,20.51
2022-02-13 13:00:00,10.25,78.7,2.157,0.5,15.24
2022-02-13 14:00:00,10.19,79,2.108,3.5,9.49
2022-02-13 15:00:00,10.19,84.8,2.457,0,6.262
2022-02-13 16:00:00,10.39,81.2,2.398,0.5,2.984
2022-02-13 17:00:00,10.39,82.9,1.986,0,1.472
2022-02-13 18:00:00,11.41,78.9,2.103,0,0.223
2022-02-13 19:00:00,11.47,78.9,2.598,0,0.183
2022-02-13 20:00:00,12.08,78.3,2.972,0,0.35
2022-02-13 21:00:00,11.74,74.7,3.395,0,0.199
2022-02-13 22:00:00,12.21,75.7,3.834,0,-0.024
2022-02-13 23:00:00,11.87,75.1,3.554,0,-0.016
2022-02-14 00:00:00,11.81,75.8,3.033,0,-0.024
2022-02-14 01:00:00,11.81,76.1,2.972,0,-0.064
2022-02-14 02:00:00,11.87,75.8,2.8,0,-0.016
2022-02-14 03:00:00,11.81,75.5,2.579,0,-0.127
2022-02-14 04:00:00,11.81,76.4,2.488,0,-0.175
2022-02-14 05:00:00,11.6,79.1,2.251,1,-0.103
2022-02-14 06:00:00,11.74,77,2.038,0,0.199
2022-02-14 07:00:00,11.74,80.8,1.975,1,0.39
2022-02-14 08:00:00,11.81,81.7,0.863,0,12.82
2022-02-14 09:00:00,10.86,77.7,1.295,0,35.45
2022-02-14 10:00:00,10.65,56.35,2.32,0,30.4
2022-02-14 11:00:00,11.2,58.32,1.461,0,22.22
2022-02-14 12:00:00,11.2,55.2,1.763,0,47.04
2022-02-14 13:00:00,11.53,53.09,2.387,0,63.05
2022-02-14 14:00:00,11.06,52.82,2.532,0,42.98
2022-02-14 15:00:00,10.86,53.3,1.527,0,36.2
2022-02-14 16:00:00,10.79,54.25,1.3,0,28.01
2022-02-14 17:00:00,10.65,53.77,1.427,0,17.83
2022-02-14 18:00:00,10.05,55.75,1.623,0,0.398
2022-02-14 19:00:00,8.9,58.2,1.592,0,-1.106
2022-02-14 20:00:00,7.76,62.82,0.399,0,-1.178
2022-02-14 21:00:00,8.04,63.98,1.563,0,-0.844
2022-02-14 22:00:00,8.37,62.42,1.788,0,-0.581
2022-02-14 23:00:00,8.37,62.08,0.943,0,-0.517
